opponents, date, year, regularSeason?, score1-score2, location(A), pace1, tSP1, eFG1, 3PA1, FTR1, ORR1, DRR1, TRR1, ASP1, STLP1, BLK1, TOR1, OEff1, DEF, pace2, tSP2, eFG2, 3PA2, FTR2, ORR2, DRR2, TRR2, ASP2, STLP2, BLK2, TOR2, OEff2
Cleveland Cavaliers at Charlotte Hornets, December 19, 2018,regularSeason,99-110,A,92.8,0.5480,0.5410,0.2710,0.0824,9.5000,70.5000,40.7000,58.5000,8.6000,9.0000,7.2000,106.6000,MAN,92.8,0.5730,0.5650,0.2720,0.0652,29.5000,90.5000,59.3000,51.1000,4.3000,8.1000,11.1000,118.5000
%http://www.basketball-reference.com/boxscores/201812190HOU.html
Washington Wizards at Houston Rockets, December 19, 2018,regularSeason,118-136,A,99.4,0.6270,0.5950,0.3570,0.2143,10.8000,77.1000,43.1000,62.2000,8.0000,6.7000,10.5000,118.7000,MAN,99.4,0.7220,0.7060,0.6470,0.1882,22.9000,89.2000,56.9000,63.8000,8.0000,3.7000,13.7000,136.8000
%http://www.basketball-reference.com/boxscores/201812190MIL.html
New Orleans Pelicans at Milwaukee Bucks, December 19, 2018,regularSeason,115-123,A,103.3,0.5830,0.5710,0.4570,0.1087,15.2000,79.1000,46.1000,65.1000,5.8000,13.5000,13.2000,111.3000,MAN,103.3,0.6260,0.5820,0.3880,0.2824,20.9000,84.8000,53.9000,60.5000,10.6000,6.0000,12.5000,119.1000
%http://www.basketball-reference.com/boxscores/201812190MIN.html
Detroit Pistons at Minnesota Timberwolves, December 19, 2018,regularSeason,129-123,A,98.0,0.6070,0.5960,0.5110,0.1809,17.4000,76.6000,47.3000,56.5000,2.8000,2.9000,10.9000,119.3000,MAN,98.0,0.5310,0.4810,0.3200,0.2330,23.4000,82.6000,52.7000,48.9000,7.4000,8.7000,5.7000,113.7000
%http://www.basketball-reference.com/boxscores/201812190ORL.html
San Antonio Spurs at Orlando Magic, December 19, 2018,regularSeason,129-90,A,93.2,0.7480,0.7270,0.2470,0.2208,15.4000,78.8000,57.7000,58.0000,5.4000,6.9000,11.3000,138.5000,MAN,93.2,0.4660,0.4490,0.3480,0.1124,21.2000,84.6000,42.3000,55.9000,5.4000,5.2000,10.2000,96.6000
%http://www.basketball-reference.com/boxscores/201812190PHI.html
New York Knicks at Philadelphia 76ers, December 19, 2018,regularSeason,109-131,A,99.5,0.5470,0.4880,0.3600,0.2907,8.7000,77.5000,40.7000,59.5000,2.0000,3.4000,7.4000,109.6000,MAN,99.5,0.6620,0.6190,0.3410,0.2500,22.5000,91.3000,59.3000,66.0000,6.0000,7.3000,8.3000,131.7000
%http://www.basketball-reference.com/boxscores/201812190POR.html
Memphis Grizzlies at Portland Trail Blazers, December 19, 2018,regularSeason,92-99,A,88.6,0.5330,0.4810,0.3460,0.2179,26.2000,67.6000,45.6000,66.7000,13.6000,20.4000,13.9000,103.9000,MAN,88.6,0.5910,0.5400,0.3470,0.2400,32.4000,73.8000,54.4000,45.7000,10.2000,7.8000,20.0000,111.8000
%http://www.basketball-reference.com/boxscores/201812190SAC.html
Oklahoma City Thunder at Sacramento Kings, December 19, 2018,regularSeason,132-113,A,109.9,0.5800,0.5640,0.3140,0.1667,35.3000,82.8000,60.6000,52.9000,7.3000,10.2000,13.0000,120.1000,MAN,109.9,0.5250,0.4890,0.3660,0.2366,17.2000,64.7000,39.4000,71.8000,6.4000,7.1000,10.8000,102.8000
%http://www.basketball-reference.com/boxscores/201812190TOR.html
Indiana Pacers at Toronto Raptors, December 19, 2018,regularSeason,96-99,A,97.1,0.5510,0.5310,0.2500,0.1375,22.0000,78.4000,53.3000,50.0000,6.2000,11.1000,18.7000,98.8000,MAN,97.1,0.4840,0.4460,0.3230,0.1720,21.6000,78.0000,46.7000,52.6000,15.4000,15.0000,8.1000,101.9000
%http://www.basketball-reference.com/boxscores/201812190UTA.html
Golden State Warriors at Utah Jazz, December 19, 2018,regularSeason,103-108,A,103.9,0.5000,0.4530,0.3260,0.1789,19.2000,79.2000,48.0000,47.4000,9.6000,17.6000,10.4000,99.1000,MAN,103.9,0.5260,0.4840,0.4520,0.1935,20.8000,80.8000,52.0000,81.1000,6.7000,9.4000,13.5000,104.0000
%http://www.basketball-reference.com/boxscores/201812200LAC.html
Dallas Mavericks at Los Angeles Clippers, December 20, 2018,regularSeason,121-125,A,97.2,0.5680,0.5220,0.3040,0.2717,35.6000,72.5000,52.9000,55.8000,8.2000,0.0000,9.4000,124.5000,MAN,97.2,0.6470,0.6020,0.2410,0.3012,27.5000,64.4000,47.1000,55.3000,5.1000,7.8000,11.0000,128.6000
%http://www.basketball-reference.com/boxscores/201812200MIA.html
Houston Rockets at Miami Heat, December 20, 2018,regularSeason,99-101,A,92.7,0.5200,0.4630,0.6590,0.2805,16.3000,62.3000,40.2000,69.0000,6.5000,5.6000,7.8000,106.8000,MAN,92.7,0.4680,0.4350,0.4190,0.2151,37.7000,83.7000,59.8000,61.1000,6.5000,14.3000,7.7000,109.0000
%http://www.basketball-reference.com/boxscores/201812210BOS.html
Milwaukee Bucks at Boston Celtics, December 21, 2018,regularSeason,120-107,A,99.7,0.6500,0.6130,0.5000,0.2750,28.9000,83.0000,60.4000,63.4000,3.0000,10.5000,17.8000,120.4000,MAN,99.7,0.5010,0.4400,0.3740,0.2967,17.0000,71.1000,39.6000,62.9000,13.0000,7.5000,4.5000,107.4000
%http://www.basketball-reference.com/boxscores/201812210BRK.html
Indiana Pacers at Brooklyn Nets, December 21, 2018,regularSeason,114-106,A,92.8,0.6340,0.6040,0.3170,0.1829,16.7000,67.6000,41.4000,54.5000,10.8000,19.5000,10.9000,122.9000,MAN,92.8,0.6090,0.5690,0.4310,0.3333,32.4000,83.3000,58.6000,84.8000,5.4000,5.4000,18.7000,114.3000
%http://www.basketball-reference.com/boxscores/201812210CHI.html
Orlando Magic at Chicago Bulls, December 21, 2018,regularSeason,80-90,A,85.8,0.4140,0.3720,0.3840,0.1860,24.1000,79.1000,48.5000,71.4000,4.7000,8.6000,7.7000,93.2000,MAN,85.8,0.5210,0.4730,0.2270,0.2533,20.9000,75.9000,51.5000,69.7000,5.8000,11.3000,7.5000,104.9000
%http://www.basketball-reference.com/boxscores/201812210CHO.html
Detroit Pistons at Charlotte Hornets, December 21, 2018,regularSeason,86-98,A,90.0,0.4690,0.4390,0.4150,0.1707,27.3000,72.5000,48.8000,65.6000,8.9000,9.8000,13.2000,95.5000,MAN,90.0,0.5610,0.5200,0.3200,0.2667,27.5000,72.7000,51.2000,57.6000,7.8000,10.4000,15.5000,108.9000
%http://www.basketball-reference.com/boxscores/201812210LAL.html
New Orleans Pelicans at Los Angeles Lakers, December 21, 2018,regularSeason,104-112,A,104.7,0.4770,0.4710,0.2650,0.0784,25.9000,83.0000,52.5000,61.4000,7.6000,10.0000,9.9000,99.3000,MAN,104.7,0.5440,0.5110,0.3480,0.1957,17.0000,74.1000,47.5000,65.1000,6.7000,5.3000,10.4000,107.0000
%http://www.basketball-reference.com/boxscores/201812210NYK.html
Atlanta Hawks at New York Knicks, December 21, 2018,regularSeason,114-107,A,100.6,0.5610,0.5270,0.3190,0.1978,32.6000,90.7000,60.7000,67.4000,4.0000,1.8000,13.6000,113.3000,MAN,100.6,0.5660,0.5360,0.3210,0.2024,9.3000,67.4000,39.3000,48.8000,8.0000,4.8000,11.3000,106.4000
%http://www.basketball-reference.com/boxscores/201812210POR.html
Utah Jazz at Portland Trail Blazers, December 21, 2018,regularSeason,120-90,A,96.6,0.6490,0.6470,0.3650,0.1176,17.1000,73.5000,50.0000,74.5000,7.2000,10.9000,14.0000,124.2000,MAN,96.6,0.4740,0.4600,0.3680,0.1149,26.5000,82.9000,50.0000,48.6000,8.3000,11.1000,12.9000,93.1000
%http://www.basketball-reference.com/boxscores/201812210SAC.html
Memphis Grizzlies at Sacramento Kings, December 21, 2018,regularSeason,99-102,A,93.1,0.5860,0.5630,0.4000,0.1125,21.1000,75.0000,51.2000,64.9000,7.5000,17.0000,17.6000,106.3000,MAN,93.1,0.5060,0.4600,0.4660,0.2386,25.0000,78.9000,48.8000,75.8000,10.7000,10.4000,8.2000,109.6000
%http://www.basketball-reference.com/boxscores/201812210SAS.html
Minnesota Timberwolves at San Antonio Spurs, December 21, 2018,regularSeason,98-124,A,97.9,0.5070,0.4340,0.2530,0.3133,18.8000,73.2000,43.8000,57.6000,11.2000,9.3000,11.0000,100.1000,MAN,97.9,0.6530,0.6380,0.3790,0.1494,26.8000,81.3000,56.2000,78.3000,7.2000,4.8000,14.4000,126.7000
%http://www.basketball-reference.com/boxscores/201812210TOR.html
Cleveland Cavaliers at Toronto Raptors, December 21, 2018,regularSeason,110-126,A,94.1,0.5780,0.5300,0.2930,0.2805,26.2000,69.0000,47.6000,51.3000,5.3000,8.3000,10.4000,117.0000,MAN,94.1,0.6150,0.5770,0.3410,0.2308,31.0000,73.8000,52.4000,43.8000,9.6000,8.6000,7.2000,134.0000
%http://www.basketball-reference.com/boxscores/201812220GSW.html
Dallas Mavericks at Golden State Warriors, December 22, 2018,regularSeason,116-120,A,102.4,0.5560,0.5330,0.4240,0.1957,22.0000,70.0000,46.0000,66.7000,8.8000,5.5000,11.1000,113.3000,MAN,102.4,0.5710,0.5360,0.4390,0.1531,30.0000,78.0000,54.0000,75.6000,6.8000,13.2000,11.0000,117.2000
%http://www.basketball-reference.com/boxscores/201812220HOU.html
San Antonio Spurs at Houston Rockets, December 22, 2018,regularSeason,101-108,A,93.8,0.5440,0.5340,0.2730,0.0795,11.4000,66.7000,42.6000,57.1000,3.2000,22.0000,8.8000,107.7000,MAN,93.8,0.5180,0.4890,0.5680,0.1579,33.3000,88.6000,57.4000,59.5000,4.3000,4.7000,7.9000,115.2000
%http://www.basketball-reference.com/boxscores/201812220LAC.html
Denver Nuggets at Los Angeles Clippers, December 22, 2018,regularSeason,111-132,A,100.6,0.5140,0.4690,0.3200,0.2062,23.2000,64.9000,39.8000,51.2000,9.9000,6.9000,7.7000,110.3000,MAN,100.6,0.6630,0.6300,0.2170,0.1739,35.1000,76.8000,60.2000,52.8000,7.0000,7.6000,13.1000,131.2000
%http://www.basketball-reference.com/boxscores/201812220MIA.html
Milwaukee Bucks at Miami Heat, December 22, 2018,regularSeason,87-94,A,99.6,0.4640,0.4230,0.5120,0.1905,11.5000,79.2000,45.7000,64.5000,6.0000,15.8000,13.8000,87.3000,MAN,99.6,0.4740,0.4380,0.3600,0.1798,20.8000,88.5000,54.3000,64.7000,9.0000,7.3000,10.8000,94.4000
%http://www.basketball-reference.com/boxscores/201812220PHI.html
Toronto Raptors at Philadelphia 76ers, December 22, 2018,regularSeason,101-126,A,107.2,0.4890,0.4420,0.4210,0.1789,14.0000,89.2000,43.6000,45.9000,4.7000,3.3000,12.7000,94.2000,MAN,107.2,0.6270,0.5880,0.2820,0.3059,10.8000,86.0000,56.4000,71.7000,9.3000,12.7000,9.9000,117.5000
%http://www.basketball-reference.com/boxscores/201812220UTA.html
Oklahoma City Thunder at Utah Jazz, December 22, 2018,regularSeason,107-106,A,104.1,0.5420,0.5220,0.2810,0.1573,19.0000,81.1000,53.7000,45.2000,10.6000,8.5000,14.7000,102.8000,MAN,104.1,0.5250,0.5110,0.3660,0.1183,18.9000,81.0000,46.3000,83.3000,11.5000,6.3000,11.4000,101.9000
%http://www.basketball-reference.com/boxscores/201812220WAS.html
Phoenix Suns at Washington Wizards, December 22, 2018,regularSeason,146-149,A,92.6,0.5640,0.5260,0.3040,0.2174,34.5000,64.6000,48.5000,54.5000,11.5000,9.3000,9.8000,120.2000,MAN,92.6,0.6060,0.5630,0.3240,0.2162,35.4000,65.5000,51.5000,71.4000,4.9000,6.3000,15.2000,122.6000
%http://www.basketball-reference.com/boxscores/201812230BOS.html
Charlotte Hornets at Boston Celtics, December 23, 2018,regularSeason,103-119,A,96.9,0.5180,0.4770,0.3640,0.2159,20.0000,71.8000,44.0000,63.2000,9.3000,10.6000,8.3000,106.3000,MAN,96.9,0.6130,0.5760,0.4530,0.2326,28.2000,80.0000,56.0000,69.8000,8.3000,7.1000,12.6000,122.9000
%http://www.basketball-reference.com/boxscores/201812230BRK.html
Phoenix Suns at Brooklyn Nets, December 23, 2018,regularSeason,103-111,A,98.3,0.5360,0.5000,0.1910,0.1573,22.2000,68.9000,45.6000,55.8000,10.2000,8.6000,11.1000,104.7000,MAN,98.3,0.5580,0.5290,0.3180,0.2471,31.1000,77.8000,54.4000,62.5000,7.1000,5.6000,14.6000,112.9000
%http://www.basketball-reference.com/boxscores/201812230CLE.html
Chicago Bulls at Cleveland Cavaliers, December 23, 2018,regularSeason,112-92,A,90.0,0.6550,0.6220,0.2820,0.1923,22.6000,83.7000,58.1000,60.5000,7.8000,4.9000,11.4000,124.5000,MAN,90.0,0.5100,0.4940,0.2740,0.1071,16.3000,77.4000,41.9000,28.9000,5.6000,3.6000,10.9000,102.3000
%http://www.basketball-reference.com/boxscores/201812230DET.html
Atlanta Hawks at Detroit Pistons, December 23, 2018,regularSeason,98-95,A,101.8,0.4800,0.4290,0.2530,0.2198,29.4000,88.6000,56.8000,66.7000,8.8000,16.7000,13.6000,96.3000,MAN,101.8,0.5010,0.4700,0.3490,0.2048,11.4000,70.6000,43.2000,61.8000,5.9000,13.2000,14.4000,93.4000
%http://www.basketball-reference.com/boxscores/201812230GSW.html
Los Angeles Clippers at Golden State Warriors, December 23, 2018,regularSeason,127-129,A,99.9,0.6850,0.6500,0.2880,0.2875,13.9000,71.2000,47.7000,53.5000,1.0000,1.9000,13.9000,127.2000,MAN,99.9,0.5930,0.5270,0.4300,0.3333,28.8000,86.1000,52.3000,52.4000,9.0000,12.3000,6.0000,129.2000
%http://www.basketball-reference.com/boxscores/201812230IND.html
Washington Wizards at Indiana Pacers, December 23, 2018,regularSeason,89-105,A,100.5,0.5090,0.4280,0.4610,0.3158,12.8000,66.0000,39.4000,75.0000,8.0000,1.5000,20.1000,88.6000,MAN,100.5,0.5130,0.4900,0.3090,0.1031,34.0000,87.2000,60.6000,55.8000,11.9000,14.6000,14.3000,104.5000
%http://www.basketball-reference.com/boxscores/201812230LAL.html
Memphis Grizzlies at Los Angeles Lakers, December 23, 2018,regularSeason,107-99,A,93.9,0.5560,0.5440,0.2890,0.1000,20.5000,85.0000,51.2000,57.1000,9.6000,15.6000,8.6000,114.0000,MAN,93.9,0.5850,0.5600,0.4000,0.2000,15.0000,79.5000,48.8000,73.0000,6.4000,12.5000,15.9000,105.4000
%http://www.basketball-reference.com/boxscores/201812230OKC.html
Minnesota Timberwolves at Oklahoma City Thunder, December 23, 2018,regularSeason,114-112,A,101.8,0.6010,0.5780,0.3250,0.2169,14.3000,79.1000,47.1000,61.0000,8.8000,7.7000,13.7000,112.0000,MAN,101.8,0.5620,0.5280,0.2780,0.1889,20.9000,85.7000,52.9000,39.5000,3.9000,17.9000,11.5000,110.0000
%http://www.basketball-reference.com/boxscores/201812230ORL.html
Miami Heat at Orlando Magic, December 23, 2018,regularSeason,115-91,A,91.0,0.6160,0.6000,0.3650,0.1529,24.3000,71.4000,49.4000,62.8000,12.1000,7.1000,10.5000,126.4000,MAN,91.0,0.5410,0.4860,0.4000,0.3286,28.6000,75.7000,50.6000,51.7000,4.4000,9.3000,18.4000,100.0000
%http://www.basketball-reference.com/boxscores/201812230POR.html
Dallas Mavericks at Portland Trail Blazers, December 23, 2018,regularSeason,118-121,A,101.8,0.5120,0.4760,0.3300,0.1942,14.8000,85.4000,48.0000,51.2000,0.9000,3.0000,7.2000,104.9000,MAN,101.8,0.5430,0.5240,0.3650,0.1154,14.6000,85.2000,52.0000,59.2000,4.4000,8.7000,7.5000,107.6000
%http://www.basketball-reference.com/boxscores/201812230SAC.html
New Orleans Pelicans at Sacramento Kings, December 23, 2018,regularSeason,117-122,A,106.9,0.5500,0.5000,0.2770,0.2447,24.0000,79.3000,53.7000,59.1000,5.6000,13.0000,10.1000,109.5000,MAN,106.9,0.5330,0.4900,0.3100,0.2400,20.7000,76.0000,46.3000,61.9000,8.4000,5.9000,7.3000,114.2000
%http://www.basketball-reference.com/boxscores/201812250BOS.html
Philadelphia 76ers at Boston Celtics, December 25, 2018,regularSeason,114-121,A,100.9,0.5440,0.4950,0.4350,0.2500,17.6000,78.3000,50.5000,65.8000,5.4000,6.0000,15.4000,102.3000,MAN,100.9,0.5180,0.4810,0.3800,0.1574,21.7000,82.4000,49.5000,46.7000,7.2000,7.7000,7.2000,108.6000
%http://www.basketball-reference.com/boxscores/201812250GSW.html
Los Angeles Lakers at Golden State Warriors, December 25, 2018,regularSeason,127-101,A,103.6,0.6550,0.6290,0.3880,0.2353,16.7000,86.0000,57.0000,57.4000,4.8000,5.3000,11.0000,122.6000,MAN,103.6,0.4940,0.4570,0.3870,0.1720,14.0000,83.3000,43.0000,73.7000,4.8000,1.9000,11.3000,97.5000
%http://www.basketball-reference.com/boxscores/201812250HOU.html
Oklahoma City Thunder at Houston Rockets, December 25, 2018,regularSeason,109-113,A,103.0,0.5080,0.4850,0.3060,0.1429,32.7000,66.7000,49.1000,53.5000,11.6000,20.8000,12.3000,105.8000,MAN,103.0,0.5410,0.5260,0.4540,0.1134,33.3000,67.3000,50.9000,40.9000,8.7000,5.9000,15.4000,109.7000
%http://www.basketball-reference.com/boxscores/201812250NYK.html
Milwaukee Bucks at New York Knicks, December 25, 2018,regularSeason,109-95,A,103.4,0.5240,0.4830,0.3600,0.2584,12.5000,75.0000,47.2000,55.0000,8.7000,11.8000,7.1000,105.4000,MAN,103.4,0.4470,0.4020,0.2990,0.1753,25.0000,87.5000,52.8000,48.6000,3.9000,5.3000,11.6000,91.8000
%http://www.basketball-reference.com/boxscores/201812250UTA.html
Portland Trail Blazers at Utah Jazz, December 25, 2018,regularSeason,96-117,A,99.6,0.4780,0.4440,0.2580,0.1910,21.6000,77.5000,46.2000,57.1000,7.0000,5.6000,10.7000,96.4000,MAN,99.6,0.6280,0.6330,0.3490,0.1446,22.5000,78.4000,53.8000,43.5000,7.0000,15.2000,15.4000,117.5000
%http://www.basketball-reference.com/boxscores/201812260ATL.html
Indiana Pacers at Atlanta Hawks, December 26, 2018,regularSeason,129-121,A,102.3,0.6610,0.6330,0.3250,0.2892,25.0000,72.5000,48.8000,76.1000,12.7000,5.7000,14.1000,126.1000,MAN,102.3,0.6240,0.6010,0.4040,0.1573,27.5000,75.0000,51.3000,73.3000,7.8000,10.7000,16.4000,118.3000
%http://www.basketball-reference.com/boxscores/201812260BRK.html
Charlotte Hornets at Brooklyn Nets, December 26, 2018,regularSeason,132-134,A,97.3,0.5540,0.5140,0.2920,0.2170,20.3000,80.4000,48.2000,55.3000,6.8000,5.3000,9.8000,112.2000,MAN,97.3,0.5990,0.5820,0.4520,0.1250,19.6000,79.7000,51.8000,60.8000,6.8000,9.3000,13.2000,113.9000
%http://www.basketball-reference.com/boxscores/201812260CHI.html
Minnesota Timberwolves at Chicago Bulls, December 26, 2018,regularSeason,119-94,A,97.9,0.5870,0.5540,0.3440,0.1720,26.7000,76.9000,53.6000,56.5000,4.1000,1.4000,9.8000,121.6000,MAN,97.9,0.4610,0.4420,0.2420,0.1053,23.1000,73.3000,46.4000,56.4000,6.1000,8.2000,8.9000,96.0000
%http://www.basketball-reference.com/boxscores/201812260DAL.html
New Orleans Pelicans at Dallas Mavericks, December 26, 2018,regularSeason,119-122,A,101.6,0.5770,0.5330,0.3000,0.2556,15.6000,80.0000,45.9000,59.5000,3.9000,4.3000,8.8000,117.1000,MAN,101.6,0.6240,0.5560,0.4320,0.3951,20.0000,84.4000,54.1000,59.0000,3.0000,20.6000,10.9000,120.1000
%http://www.basketball-reference.com/boxscores/201812260DET.html
Washington Wizards at Detroit Pistons, December 26, 2018,regularSeason,95-106,A,96.8,0.5350,0.5120,0.3980,0.1205,14.6000,69.4000,40.3000,44.7000,14.5000,9.3000,15.3000,98.1000,MAN,96.8,0.6000,0.5500,0.4630,0.2250,30.6000,85.4000,59.7000,67.6000,8.3000,8.0000,20.7000,109.5000
%http://www.basketball-reference.com/boxscores/201812260LAC.html
Sacramento Kings at Los Angeles Clippers, December 26, 2018,regularSeason,118-127,A,104.8,0.5330,0.5190,0.2880,0.0962,25.0000,68.9000,46.2000,53.1000,7.6000,14.7000,10.5000,112.6000,MAN,104.8,0.5980,0.5630,0.2920,0.1979,31.1000,75.0000,53.8000,47.9000,6.7000,8.1000,10.2000,121.2000
%http://www.basketball-reference.com/boxscores/201812260MEM.html
Cleveland Cavaliers at Memphis Grizzlies, December 26, 2018,regularSeason,87-95,A,90.5,0.4370,0.4030,0.3120,0.1290,38.0000,91.9000,60.9000,57.6000,9.9000,2.0000,13.8000,96.1000,MAN,90.5,0.5750,0.5350,0.3060,0.2500,8.1000,62.0000,39.1000,61.1000,7.7000,14.1000,12.7000,104.9000
%http://www.basketball-reference.com/boxscores/201812260MIA.html
Toronto Raptors at Miami Heat, December 26, 2018,regularSeason,106-104,A,92.9,0.5950,0.5510,0.3800,0.2405,25.6000,84.6000,55.1000,51.4000,8.6000,3.7000,15.2000,114.0000,MAN,92.9,0.5890,0.5900,0.3490,0.0723,15.4000,74.4000,44.9000,65.1000,10.8000,12.2000,12.0000,111.9000
%http://www.basketball-reference.com/boxscores/201812260ORL.html
Phoenix Suns at Orlando Magic, December 26, 2018,regularSeason,122-120,A,96.4,0.5950,0.5740,0.2530,0.1368,26.2000,75.6000,51.7000,45.8000,8.5000,15.0000,14.9000,114.6000,MAN,96.4,0.5680,0.5310,0.3750,0.1875,24.4000,73.8000,48.3000,45.5000,10.3000,2.8000,12.4000,112.8000
%http://www.basketball-reference.com/boxscores/201812260SAS.html
Denver Nuggets at San Antonio Spurs, December 26, 2018,regularSeason,103-111,A,99.8,0.5140,0.4890,0.4440,0.1667,20.4000,83.7000,48.5000,82.9000,10.0000,5.2000,10.7000,103.2000,MAN,99.8,0.5570,0.5220,0.3560,0.1889,16.3000,79.6000,51.5000,69.0000,6.0000,8.0000,9.1000,111.2000
%http://www.basketball-reference.com/boxscores/201812270GSW.html
Portland Trail Blazers at Golden State Warriors, December 27, 2018,regularSeason,110-109,A,101.9,0.4780,0.4240,0.3810,0.2000,19.6000,75.4000,47.8000,52.6000,6.2000,6.5000,10.8000,97.7000,MAN,101.9,0.4840,0.4860,0.4150,0.0566,24.6000,80.4000,52.2000,80.0000,8.9000,13.8000,11.8000,96.9000
%http://www.basketball-reference.com/boxscores/201812270HOU.html
Boston Celtics at Houston Rockets, December 27, 2018,regularSeason,113-127,A,97.4,0.5970,0.5430,0.3830,0.3086,13.3000,66.0000,40.2000,73.7000,9.2000,7.3000,10.4000,116.0000,MAN,97.4,0.6260,0.5810,0.5230,0.3140,34.0000,86.7000,59.8000,41.5000,4.1000,8.0000,11.4000,130.3000
%http://www.basketball-reference.com/boxscores/201812270MIL.html
New York Knicks at Milwaukee Bucks, December 27, 2018,regularSeason,96-112,A,102.3,0.4610,0.4380,0.3200,0.1134,17.9000,75.0000,43.0000,58.3000,7.8000,9.8000,8.8000,93.9000,MAN,102.3,0.5480,0.5110,0.3440,0.1828,25.0000,82.1000,57.0000,47.6000,3.9000,16.7000,12.8000,109.5000
%http://www.basketball-reference.com/boxscores/201812270SAC.html
Los Angeles Lakers at Sacramento Kings, December 27, 2018,regularSeason,116-117,A,104.7,0.5910,0.5680,0.2840,0.1818,22.0000,69.8000,48.9000,55.6000,6.7000,6.9000,14.8000,110.8000,MAN,104.7,0.5310,0.4950,0.2870,0.1683,30.2000,78.0000,51.1000,55.6000,9.6000,7.9000,11.3000,111.7000
%http://www.basketball-reference.com/boxscores/201812270UTA.html
Philadelphia 76ers at Utah Jazz, December 27, 2018,regularSeason,114-97,A,97.6,0.6070,0.5760,0.4070,0.1744,22.0000,76.0000,51.6000,72.1000,7.2000,13.7000,12.2000,116.7000,MAN,97.6,0.4960,0.4480,0.4070,0.2326,24.0000,78.0000,48.4000,57.6000,11.3000,2.0000,14.0000,99.3000
%http://www.basketball-reference.com/boxscores/201812280CHO.html
Brooklyn Nets at Charlotte Hornets, December 28, 2018,regularSeason,87-100,A,95.8,0.4740,0.4220,0.3250,0.2048,19.6000,76.5000,49.5000,45.5000,4.2000,14.9000,13.2000,90.8000,MAN,95.8,0.4790,0.4650,0.3300,0.0700,23.5000,80.4000,50.5000,46.3000,4.2000,14.3000,7.1000,104.3000
%http://www.basketball-reference.com/boxscores/201812280DEN.html
San Antonio Spurs at Denver Nuggets, December 28, 2018,regularSeason,99-102,A,93.5,0.5060,0.4940,0.3030,0.1236,25.0000,61.9000,42.2000,57.5000,15.0000,5.4000,9.3000,105.9000,MAN,93.5,0.5510,0.5180,0.3410,0.1647,38.1000,75.0000,57.8000,74.4000,5.3000,6.5000,17.8000,109.1000
%http://www.basketball-reference.com/boxscores/201812280IND.html
Detroit Pistons at Indiana Pacers, December 28, 2018,regularSeason,88-125,A,99.9,0.4570,0.4230,0.3960,0.1209,30.8000,80.0000,50.6000,73.5000,7.0000,8.8000,18.6000,88.1000,MAN,99.9,0.6520,0.6380,0.2180,0.1609,20.0000,69.2000,49.4000,62.3000,11.0000,9.1000,11.9000,125.2000
